Platform: Windows | torch main-process threads: 5 | cpu_count: 6
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:317: UserWarning: WARN: A Box observation space minimum value is -infinity. This is probably too low.
  logger.warn(
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:321: UserWarning: WARN: A Box observation space maximum value is infinity. This is probably too high.
  logger.warn(
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:440: UserWarning: WARN: Not able to test alternative render modes due to the environment not having a spec. Try instantiating the environment through `gymnasium.make`
  logger.warn(
Environment check completed in 0.04s
run_dir: trained\20260715_122429\smart_cuda_brake
vec_env: DummyVecEnv
net_arch: [256, 256] | train_freq: 1 | gradient_steps: -1
arch: smart | features_dim: 256 | n_blocks: 2 | activation: relu | head net_arch: [256, 256]
    ep | steps |    reward |    r_pos |   r_fuel |   r_term |    noise |  dv/ref |  cur_d | docked | cur_prog |    ms/ep
 20790 |     2 |    302.37 |     9.91 |   203.55 |    88.91 |   0.1432 |    2.46 |  530.0 |  40.0% |     4/13 |    270.3
 20800 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1432 |    1.53 |  530.0 |  40.0% |      0/0 |    180.3
 20810 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1432 |    1.53 |  530.0 |  30.0% |     4/13 |    147.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 520.0 m
 20820 |     1 |    -10.22 |   -10.22 |     0.00 |     0.00 |   0.1432 |    1.52 |  520.0 |  50.0% |      0/0 |    183.8
 20830 |     2 |    337.91 |     9.92 |   174.89 |   153.10 |   0.1431 |    2.86 |  520.0 |  20.0% |      2/9 |    335.3
 20840 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1431 |    1.52 |  520.0 |  20.0% |      0/0 |    208.2
 20850 |     2 |    324.99 |     9.92 |   177.61 |   137.46 |   0.1431 |    2.82 |  520.0 |  50.0% |     4/10 |    623.0
 20860 |     2 |    345.26 |     9.92 |   173.76 |   161.58 |   0.1431 |    2.88 |  520.0 |  70.0% |     9/18 |   2817.7
[curriculum] dock rate >= 50% -> advancing to 530.0 m
 20870 |     2 |    351.18 |     9.72 |   173.99 |   167.46 |   0.1431 |    2.87 |  530.0 |  40.0% |      1/3 |    319.9
 20880 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1431 |    1.53 |  530.0 |  30.0% |     7/17 |    496.7
 20890 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1431 |    1.52 |  530.0 |  40.0% |      2/5 |    153.0
 20900 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1431 |    1.52 |  530.0 |  60.0% |     8/16 |    494.8
[curriculum] dock rate >= 50% -> advancing to 540.0 m
 20910 |     1 |     -9.82 |    -9.82 |     0.00 |     0.00 |   0.1431 |    1.52 |  540.0 |  50.0% |      0/0 |    202.8
 20920 |     2 |    329.44 |     9.93 |   178.10 |   141.41 |   0.1431 |    2.81 |  540.0 |  30.0% |     3/13 |    283.1
 20930 |     2 |    386.53 |     9.92 |   169.67 |   206.95 |   0.1431 |    2.95 |  540.0 |  60.0% |      0/0 |    324.1
 20940 |     2 |    341.36 |     9.92 |   174.38 |   157.06 |   0.1431 |    2.87 |  540.0 |  50.0% |     6/12 |    342.2
 20950 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1431 |    1.53 |  540.0 |  10.0% |     8/18 |    220.7
 20960 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1431 |    1.52 |  540.0 |  40.0% |      4/7 |    553.3
 20970 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1431 |    1.52 |  540.0 |  10.0% |     5/18 |    174.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 530.0 m
 20980 |     2 |    360.38 |    10.10 |   172.69 |   177.60 |   0.1431 |    2.90 |  530.0 |  70.0% |      2/2 |    264.5
 20990 |     2 |    341.37 |     9.91 |   174.38 |   157.08 |   0.1431 |    2.87 |  530.0 |  30.0% |     8/15 |    645.6
[curriculum] dock rate >= 50% -> advancing to 540.0 m
 21000 |     1 |     -9.83 |    -9.83 |     0.00 |     0.00 |   0.1431 |    1.52 |  540.0 |  20.0% |      0/0 |    226.3
 21010 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1431 |    1.53 |  540.0 |  30.0% |     3/14 |    546.0
 21020 |     2 |    318.63 |     9.91 |   237.19 |    71.53 |   0.1431 |    2.11 |  540.0 |  30.0% |      0/0 |    728.0
 21030 |     2 |    339.70 |     9.91 |   174.88 |   154.90 |   0.1431 |    2.86 |  540.0 |  30.0% |      3/9 |    336.9
 21040 |     2 |    310.22 |     9.93 |   226.64 |    73.65 |   0.1431 |    2.21 |  540.0 |  50.0% |      0/0 |    367.4
 21050 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1431 |    1.52 |  540.0 |  10.0% |      2/6 |    219.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 530.0 m
 21060 |     1 |    -10.21 |   -10.21 |     0.00 |     0.00 |   0.1431 |    1.53 |  530.0 |  40.0% |      0/0 |    195.7
 21070 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1431 |    1.52 |  530.0 |  20.0% |      2/9 |    529.4
 21080 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1431 |    1.52 |  530.0 |  30.0% |     4/18 |    151.5
 21090 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1431 |    1.52 |  530.0 |  50.0% |      4/8 |    144.1
 21100 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1431 |    1.51 |  530.0 |  60.0% |     8/15 |    126.1
[curriculum] dock rate >= 50% -> advancing to 540.0 m
 21110 |     2 |    365.34 |     9.92 |   172.72 |   182.69 |   0.1431 |    2.89 |  540.0 |  50.0% |      2/7 |    581.4
 21120 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1431 |    1.52 |  540.0 |  30.0% |     6/16 |    157.0
 21130 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1431 |    1.53 |  540.0 |  70.0% |      5/6 |    173.1
 21140 |     2 |    382.91 |     9.92 |   169.86 |   203.13 |   0.1431 |    2.94 |  540.0 |  60.0% |     9/13 |    293.8
[curriculum] dock rate >= 50% -> advancing to 550.0 m
 21150 |     2 |    350.71 |     9.74 |   174.50 |   166.47 |   0.1431 |    2.87 |  550.0 |  50.0% |      1/3 |    644.4
 21160 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1431 |    1.52 |  550.0 |  40.0% |     5/12 |    156.1
 21170 |     2 |    352.57 |     9.91 |   172.88 |   169.78 |   0.1431 |    2.89 |  550.0 |  40.0% |      0/3 |    365.1
 21180 |     2 |    396.08 |     9.91 |   169.27 |   216.89 |   0.1431 |    2.95 |  550.0 |  50.0% |     3/10 |    278.1
 21190 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1430 |    1.51 |  550.0 |  40.0% |      0/0 |    158.3
 21200 |     2 |    497.34 |     9.91 |   166.39 |   321.03 |   0.1430 |    3.00 |  550.0 |  70.0% |     6/11 |    265.9
[curriculum] dock rate >= 50% -> advancing to 560.0 m
 21210 |     1 |     -9.85 |    -9.85 |     0.00 |     0.00 |   0.1430 |    1.52 |  560.0 |  50.0% |      0/0 |    161.9
 21220 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1430 |    1.52 |  560.0 |  40.0% |      4/9 |    219.2
 21230 |     2 |    299.92 |     9.91 |   215.19 |    74.82 |   0.1430 |    2.32 |  560.0 |  30.0% |     6/17 |    334.1
 21240 |     2 |    353.63 |     9.91 |   172.57 |   171.14 |   0.1430 |    2.90 |  560.0 |  40.0% |      2/8 |    322.4
 21250 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1430 |    1.50 |  560.0 |  30.0% |     6/18 |    221.3
 21260 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1430 |    1.52 |  560.0 |  10.0% |      0/4 |    158.3
 21270 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1430 |    1.52 |  560.0 |  50.0% |     4/13 |    165.0
[curriculum] dock rate < 50% for 3 windows -> regressing to 550.0 m
 21280 |     2 |    294.76 |    10.09 |   208.42 |    76.24 |   0.1430 |    2.40 |  550.0 |  60.0% |      0/2 |    702.1
 21290 |     2 |    347.35 |     9.91 |   173.04 |   164.40 |   0.1430 |    2.89 |  550.0 |  50.0% |     5/11 |    332.9
[curriculum] dock rate >= 50% -> advancing to 560.0 m
 21300 |     1 |     -9.84 |    -9.84 |     0.00 |     0.00 |   0.1430 |    1.53 |  560.0 |  40.0% |      0/0 |    166.8
 21310 |     2 |    390.93 |     9.92 |   169.68 |   211.33 |   0.1430 |    2.95 |  560.0 |  50.0% |      3/8 |    292.1
 21320 |     2 |    369.74 |     9.92 |   171.86 |   187.96 |   0.1430 |    2.91 |  560.0 |  40.0% |     7/16 |    317.9
 21330 |     2 |    291.43 |     9.93 |   204.82 |    76.68 |   0.1430 |    2.44 |  560.0 |  50.0% |      3/8 |    337.4
 21340 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1430 |    1.52 |  560.0 |  20.0% |     4/16 |    111.8
 21350 |     2 |    290.22 |     9.92 |   204.13 |    76.18 |   0.1430 |    2.45 |  560.0 |  70.0% |      3/6 |    566.0
 21360 |     2 |    440.14 |     9.91 |   167.52 |   262.70 |   0.1430 |    2.98 |  560.0 |  50.0% |     8/14 |    308.9
[curriculum] dock rate >= 50% -> advancing to 570.0 m
 21370 |     2 |    401.15 |     9.74 |   170.21 |   221.20 |   0.1430 |    2.94 |  570.0 |  30.0% |      0/4 |    369.8
 21380 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1430 |    1.51 |  570.0 |  50.0% |     6/16 |    769.5
 21390 |     2 |    471.56 |     9.91 |   166.66 |   294.99 |   0.1430 |    3.00 |  570.0 |  50.0% |      2/4 |    334.0
 21400 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1430 |    1.52 |  570.0 |  20.0% |     4/13 |    211.4
 21410 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1430 |    1.53 |  570.0 |  30.0% |      2/4 |    158.6
 21420 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1430 |    1.51 |  570.0 |  40.0% |     5/13 |    476.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 560.0 m
 21430 |     2 |    293.25 |    10.10 |   205.16 |    77.99 |   0.1430 |    2.44 |  560.0 |  50.0% |      1/2 |    266.6
 21440 |     2 |    488.10 |     9.92 |   166.34 |   311.84 |   0.1430 |    3.01 |  560.0 |  60.0% |     5/10 |   2636.0
 21450 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1430 |    1.53 |  560.0 |  20.0% |     9/19 |    141.0
 21460 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1430 |    1.52 |  560.0 |  50.0% |      0/3 |    128.5
 21470 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1430 |    1.52 |  560.0 |  30.0% |     6/17 |    176.7
 21480 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1430 |    1.53 |  560.0 |  20.0% |      0/0 |    194.1
 21490 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1430 |    1.52 |  560.0 |  10.0% |     2/15 |    138.5
[curriculum] dock rate < 50% for 3 windows -> regressing to 550.0 m
 21500 |     1 |    -10.20 |   -10.20 |     0.00 |     0.00 |   0.1430 |    1.51 |  550.0 |  40.0% |      0/0 |    514.8
 21510 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1430 |    1.52 |  550.0 |  20.0% |     1/10 |    448.5
 21520 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1430 |    1.51 |  550.0 |  50.0% |     6/17 |    169.7
 21530 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1430 |    1.53 |  550.0 |  40.0% |      3/8 |    183.2
 21540 |     2 |    545.95 |     9.92 |   165.04 |   370.99 |   0.1430 |    3.03 |  550.0 |  50.0% |     5/16 |    284.4
 21550 |     2 |    286.15 |     9.92 |   196.66 |    79.57 |   0.1429 |    2.54 |  550.0 |  50.0% |      4/7 |    570.7
 21560 |     2 |    287.46 |     9.92 |   199.70 |    77.84 |   0.1429 |    2.50 |  550.0 |  40.0% |     8/17 |    336.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 540.0 m
 21570 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1429 |    1.51 |  540.0 |  40.0% |      3/5 |    176.2
 21580 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1429 |    1.53 |  540.0 |  30.0% |     6/14 |    170.7
 21590 |     2 |    291.12 |     9.92 |   202.67 |    78.53 |   0.1429 |    2.47 |  540.0 |  40.0% |      2/4 |    619.2
 21600 |     2 |    290.08 |     9.92 |   202.62 |    77.55 |   0.1429 |    2.47 |  540.0 |  30.0% |     4/13 |    318.2
 21610 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1429 |    1.52 |  540.0 |  20.0% |      0/0 |    164.3
 21620 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1429 |    1.53 |  540.0 |  40.0% |      4/8 |    168.9
 21630 |     2 |    376.24 |     9.91 |   171.05 |   195.28 |   0.1429 |    2.92 |  540.0 |  50.0% |     9/19 |    271.1
[curriculum] dock rate < 50% for 3 windows -> regressing to 530.0 m
 21640 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1429 |    1.52 |  530.0 |  20.0% |      0/5 |    594.4
 21650 |     2 |    464.02 |     9.92 |   167.49 |   286.61 |   0.1429 |    2.99 |  530.0 |  30.0% |     1/15 |    686.5
 21660 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1429 |    1.51 |  530.0 |  20.0% |      0/3 |    136.1
 21670 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1429 |    1.52 |  530.0 |  20.0% |     3/13 |    149.7
 21680 |     2 |    502.01 |     9.91 |   166.92 |   325.17 |   0.1429 |    3.00 |  530.0 |  60.0% |      2/4 |    275.6
 21690 |     2 |    284.87 |     9.92 |   195.22 |    79.73 |   0.1429 |    2.56 |  530.0 |  50.0% |     7/11 |    267.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 520.0 m
 21700 |     1 |    -10.22 |   -10.22 |     0.00 |     0.00 |   0.1429 |    1.53 |  520.0 |  20.0% |      0/0 |    182.8
 21710 |     2 |    391.11 |     9.90 |   168.71 |   212.49 |   0.1429 |    2.96 |  520.0 |  40.0% |      2/8 |    302.0
 21720 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1429 |    1.53 |  520.0 |  60.0% |      0/0 |    162.4
 21730 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1429 |    1.51 |  520.0 |  40.0% |      3/8 |    152.4
 21740 |     2 |    396.51 |     9.91 |   171.43 |   215.18 |   0.1429 |    2.92 |  520.0 |  30.0% |      0/0 |    289.0
 21750 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1429 |    1.52 |  520.0 |  40.0% |      5/9 |    495.9
[curriculum] dock rate >= 50% -> advancing to 530.0 m
 21760 |     1 |     -9.84 |    -9.84 |     0.00 |     0.00 |   0.1429 |    1.52 |  530.0 |  50.0% |      0/0 |    165.0
 21770 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1429 |    1.52 |  530.0 |  40.0% |      3/9 |    498.6
 21780 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1429 |    1.52 |  530.0 |  30.0% |     6/18 |    156.3
 21790 |     2 |    511.86 |     9.91 |   166.22 |   335.73 |   0.1429 |    3.01 |  530.0 |  40.0% |      1/4 |    328.6
 21800 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1429 |    1.53 |  530.0 |  30.0% |     6/16 |    461.6
 21810 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1429 |    1.52 |  530.0 |  30.0% |      0/4 |    566.2
 21820 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1429 |    1.52 |  530.0 |  40.0% |     3/13 |    150.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 520.0 m
 21830 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1429 |    1.53 |  520.0 |  40.0% |      2/3 |    146.3
 21840 |     2 |    275.74 |     9.91 |   185.35 |    80.48 |   0.1429 |    2.70 |  520.0 |  70.0% |     5/10 |    230.4
[curriculum] dock rate >= 50% -> advancing to 530.0 m
 21850 |     1 |     -9.83 |    -9.83 |     0.00 |     0.00 |   0.1429 |    1.52 |  530.0 |  30.0% |      0/0 |    161.5
 21860 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1429 |    1.53 |  530.0 |  30.0% |      3/9 |    174.0
 21870 |     2 |    576.91 |     9.91 |   165.97 |   401.03 |   0.1429 |    3.01 |  530.0 |  30.0% |      0/2 |    600.2
 21880 |     2 |    274.72 |     9.91 |   182.84 |    81.97 |   0.1429 |    2.73 |  530.0 |  60.0% |      4/9 |    250.5
[curriculum] dock rate >= 50% -> advancing to 540.0 m
 21890 |     2 |    276.48 |     9.91 |   184.09 |    82.49 |   0.1429 |    2.72 |  540.0 |  60.0% |      0/0 |    596.1
 21900 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1429 |    1.53 |  540.0 |  30.0% |      5/9 |    219.2
 21910 |     2 |    613.00 |     9.92 |   163.96 |   439.12 |   0.1428 |    3.05 |  540.0 |  50.0% |      0/0 |    236.3
 21920 |     2 |    489.50 |     9.91 |   165.93 |   313.66 |   0.1428 |    3.01 |  540.0 |  60.0% |      4/7 |    254.0
[curriculum] dock rate >= 50% -> advancing to 550.0 m
 21930 |     1 |     -9.85 |    -9.85 |     0.00 |     0.00 |   0.1428 |    1.52 |  550.0 |  40.0% |      0/0 |    173.7
 21940 |     2 |    696.31 |     9.91 |   166.21 |   520.18 |   0.1428 |    3.01 |  550.0 |  30.0% |     2/10 |    304.5
 21950 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1428 |    1.52 |  550.0 |  40.0% |     6/17 |    144.2
 21960 |     2 |    438.48 |     9.93 |   164.36 |   264.19 |   0.1428 |    3.04 |  550.0 |  40.0% |      1/4 |    313.8
[throughput]      36072 timesteps |     28.2 steps/s |  35.40 ms/step
 21970 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1428 |    1.52 |  550.0 |  50.0% |     6/16 |    113.1
 21980 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1428 |    1.53 |  550.0 |  40.0% |      2/5 |    161.7
 21990 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1428 |    1.51 |  550.0 |  40.0% |     7/18 |    180.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 540.0 m
 22000 |     2 |    514.99 |    10.10 |   165.27 |   339.62 |   0.1428 |    3.03 |  540.0 |  20.0% |      0/2 |    271.8
 22010 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1428 |    1.52 |  540.0 |  30.0% |     4/13 |    483.2
 22020 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1428 |    1.51 |  540.0 |  20.0% |      0/0 |    472.6
 22030 |     2 |    265.09 |     9.92 |   170.79 |    84.38 |   0.1428 |    2.93 |  540.0 |  80.0% |     7/11 |    266.3
 22040 |     2 |    512.71 |     9.92 |   167.16 |   335.63 |   0.1428 |    2.99 |  540.0 |  40.0% |    10/19 |    309.0
[curriculum] dock rate >= 50% -> advancing to 550.0 m
 22050 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1428 |    1.52 |  550.0 |   0.0% |      0/5 |    492.7
 22060 |     2 |    501.11 |     9.92 |   165.09 |   326.10 |   0.1428 |    3.03 |  550.0 |  30.0% |     2/15 |    315.3
 22070 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1428 |    1.53 |  550.0 |  50.0% |      2/4 |    156.8
 22080 |     2 |    622.84 |     9.91 |   163.72 |   449.21 |   0.1428 |    3.05 |  550.0 |  50.0% |     5/13 |   2601.0
 22090 |     2 |    496.10 |     9.91 |   163.66 |   322.53 |   0.1428 |    3.06 |  550.0 |  40.0% |      0/0 |    297.4
 22100 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1428 |    1.53 |  550.0 |  40.0% |     6/12 |    466.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 540.0 m
 22110 |     1 |    -10.22 |   -10.22 |     0.00 |     0.00 |   0.1428 |    1.50 |  540.0 |  40.0% |      0/0 |    148.6
 22120 |     2 |    465.08 |     9.91 |   165.92 |   289.25 |   0.1428 |    3.01 |  540.0 |  40.0% |      4/9 |    332.4
 22130 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1428 |    1.53 |  540.0 |  50.0% |      0/0 |    542.7
 22140 |     2 |    496.91 |     9.91 |   163.66 |   323.34 |   0.1428 |    3.06 |  540.0 |  30.0% |      2/9 |    320.0
 22150 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1428 |    1.50 |  540.0 |  20.0% |      0/0 |    526.9
 22160 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1428 |    1.51 |  540.0 |  50.0% |      2/7 |    126.6
[curriculum] dock rate >= 50% -> advancing to 550.0 m
 22170 |     1 |     -9.83 |    -9.83 |     0.00 |     0.00 |   0.1428 |    1.52 |  550.0 |  50.0% |      0/0 |    541.2
 22180 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1428 |    1.53 |  550.0 |  10.0% |     1/10 |    496.5
 22190 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1428 |    1.52 |  550.0 |  30.0% |     3/19 |    161.0
 22200 |     2 |    265.39 |     9.91 |   169.55 |    85.92 |   0.1428 |    2.95 |  550.0 |  30.0% |      1/5 |    350.6
 22210 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1428 |    1.53 |  550.0 |  50.0% |     7/17 |    176.4
 22220 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1428 |    1.53 |  550.0 |  40.0% |      1/3 |    130.3
 22230 |     2 |    613.15 |     9.91 |   167.49 |   435.75 |   0.1428 |    2.99 |  550.0 |  30.0% |     5/13 |    340.6
[curriculum] dock rate < 50% for 3 windows -> regressing to 540.0 m
 22240 |     1 |    -10.21 |   -10.21 |     0.00 |     0.00 |   0.1428 |    1.53 |  540.0 |  40.0% |      0/0 |    125.4
 22250 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1428 |    1.53 |  540.0 |  30.0% |     6/13 |    465.9
 22260 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1428 |    1.53 |  540.0 |  50.0% |      0/0 |    140.0
 22270 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1428 |    1.53 |  540.0 |  40.0% |      4/8 |    167.7
 22280 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1427 |    1.52 |  540.0 |   0.0% |      0/0 |    199.5
 22290 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1427 |    1.52 |  540.0 |  20.0% |     2/10 |    208.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 530.0 m
 22300 |     1 |    -10.21 |   -10.21 |     0.00 |     0.00 |   0.1427 |    1.52 |  530.0 |  60.0% |      0/0 |    493.5
 22310 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1427 |    1.52 |  530.0 |  20.0% |     2/11 |    164.3
 22320 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1427 |    1.53 |  530.0 |  40.0% |     6/19 |    196.6
 22330 |     2 |    423.33 |     9.91 |   166.02 |   247.40 |   0.1427 |    3.01 |  530.0 |  30.0% |      1/4 |    317.0
 22340 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1427 |    1.51 |  530.0 |  30.0% |     5/13 |    177.9
 22350 |     2 |    455.68 |     9.91 |   164.82 |   280.95 |   0.1427 |    3.03 |  530.0 |  30.0% |      1/3 |    593.9
 22360 |     2 |    272.61 |     9.91 |   170.88 |    91.82 |   0.1427 |    2.93 |  530.0 |  40.0% |     5/12 |    321.3
[curriculum] dock rate >= 50% -> advancing to 540.0 m
 22370 |     1 |     -9.85 |    -9.85 |     0.00 |     0.00 |   0.1427 |    1.51 |  540.0 |  70.0% |      0/0 |    484.0
 22380 |     2 |    272.06 |     9.92 |   168.24 |    93.90 |   0.1427 |    2.97 |  540.0 |  60.0% |     5/11 |    284.0
 22390 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1427 |    1.53 |  540.0 |  30.0% |      0/0 |    483.0
 22400 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1427 |    1.53 |  540.0 |  50.0% |      3/9 |    122.3
[curriculum] dock rate >= 50% -> advancing to 550.0 m
 22410 |     1 |     -9.83 |    -9.83 |     0.00 |     0.00 |   0.1427 |    1.52 |  550.0 |  50.0% |      0/0 |    468.0
