Platform: Windows | torch main-process threads: 5 | cpu_count: 6
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:317: UserWarning: WARN: A Box observation space minimum value is -infinity. This is probably too low.
  logger.warn(
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:321: UserWarning: WARN: A Box observation space maximum value is infinity. This is probably too high.
  logger.warn(
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:440: UserWarning: WARN: Not able to test alternative render modes due to the environment not having a spec. Try instantiating the environment through `gymnasium.make`
  logger.warn(
Environment check completed in 0.04s
run_dir: trained\20260715_122429\smart_cuda_brake
vec_env: DummyVecEnv
net_arch: [256, 256] | train_freq: 1 | gradient_steps: -1
arch: smart | features_dim: 256 | n_blocks: 2 | activation: relu | head net_arch: [256, 256]
    ep | steps |    reward |    r_pos |   r_fuel |   r_term |    noise |  dv/ref |  cur_d | docked | cur_prog |    ms/ep
 50340 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1350 |    1.53 |  670.0 |  30.0% |     4/15 |    144.3
 50350 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1350 |    1.52 |  670.0 |  30.0% |      3/9 |    157.5
 50360 |     2 |    539.13 |     9.94 |   164.30 |   364.90 |   0.1350 |    3.04 |  670.0 |  40.0% |     6/18 |    290.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 660.0 m
 50370 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1350 |    1.53 |  660.0 |  40.0% |      3/5 |    153.8
 50380 |     2 |    647.90 |     9.93 |   163.55 |   474.42 |   0.1350 |    3.06 |  660.0 |  40.0% |     7/18 |    266.4
 50390 |     2 |    613.00 |     9.93 |   163.50 |   439.57 |   0.1350 |    3.06 |  660.0 |  60.0% |      3/4 |    255.2
 50400 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1350 |    1.53 |  660.0 |  50.0% |    10/17 |    182.9
[curriculum] dock rate >= 50% -> advancing to 670.0 m
 50410 |     2 |    625.65 |     9.79 |   163.62 |   452.24 |   0.1350 |    3.06 |  670.0 |  40.0% |      2/4 |   3887.1
 50420 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1350 |    1.49 |  670.0 |  40.0% |     6/12 |    158.5
 50430 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1350 |    1.52 |  670.0 |  20.0% |      2/4 |    157.2
 50440 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1350 |    1.53 |  670.0 |  20.0% |     4/10 |    194.4
 50450 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1350 |    1.52 |  670.0 |  30.0% |      0/0 |    131.9
 50460 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1350 |    1.52 |  670.0 |  60.0% |      5/7 |    170.4
[curriculum] dock rate < 50% for 3 windows -> regressing to 660.0 m
 50470 |     1 |    -10.16 |   -10.16 |     0.00 |     0.00 |   0.1350 |    1.50 |  660.0 |  30.0% |      0/0 |    161.5
 50480 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1350 |    1.53 |  660.0 |  20.0% |      2/6 |    194.1
 50490 |     2 |    632.94 |     9.94 |   163.66 |   459.34 |   0.1350 |    3.06 |  660.0 |  40.0% |      0/0 |    305.5
 50500 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1350 |    1.52 |  660.0 |  20.0% |      3/9 |    488.7
 50510 |     2 |    639.51 |     9.94 |   164.39 |   465.18 |   0.1350 |    3.04 |  660.0 |  20.0% |     4/19 |    647.6
 50520 |     2 |    579.94 |     9.93 |   165.25 |   404.76 |   0.1350 |    3.03 |  660.0 |  40.0% |      0/2 |    269.5
 50530 |     2 |    483.69 |     9.92 |   164.63 |   309.14 |   0.1350 |    3.04 |  660.0 |  50.0% |     7/15 |    253.5
[curriculum] dock rate < 50% for 3 windows -> regressing to 650.0 m
 50540 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1350 |    1.52 |  650.0 |  40.0% |      1/3 |    119.0
 50550 |     2 |    657.32 |     9.93 |   163.75 |   483.65 |   0.1350 |    3.05 |  650.0 |  40.0% |     5/12 |    285.9
 50560 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1350 |    1.52 |  650.0 |  40.0% |      2/5 |    148.3
 50570 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1350 |    1.51 |  650.0 |  50.0% |     6/13 |    143.8
 50580 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1350 |    1.52 |  650.0 |  40.0% |      1/4 |    134.6
 50590 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1350 |    1.51 |  650.0 |  50.0% |     5/12 |    144.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 640.0 m
 50600 |     2 |    684.17 |    10.08 |   163.66 |   510.42 |   0.1350 |    3.06 |  640.0 |  50.0% |      2/3 |    255.1
 50610 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1350 |    1.52 |  640.0 |  20.0% |     5/12 |    424.0
 50620 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1350 |    1.52 |  640.0 |  40.0% |      0/0 |    495.3
 50630 |     2 |    618.76 |     9.93 |   163.61 |   445.22 |   0.1350 |    3.06 |  640.0 |  30.0% |      1/9 |    296.8
 50640 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1350 |    1.53 |  640.0 |  20.0% |     4/19 |    131.2
 50650 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1350 |    1.51 |  640.0 |  50.0% |      2/4 |    147.1
 50660 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1350 |    1.52 |  640.0 |  20.0% |     6/18 |    156.2
[curriculum] dock rate < 50% for 3 windows -> regressing to 630.0 m
 50670 |     2 |    578.45 |    10.08 |   164.21 |   404.16 |   0.1350 |    3.04 |  630.0 |  30.0% |      0/4 |    298.4
 50680 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1350 |    1.53 |  630.0 |  40.0% |     5/13 |    477.2
 50690 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1350 |    1.52 |  630.0 |  30.0% |      0/0 |    169.0
 50700 |     2 |    552.50 |     9.94 |   164.45 |   378.12 |   0.1349 |    3.04 |  630.0 |  40.0% |      2/8 |    261.2
 50710 |     2 |    626.73 |     9.94 |   163.73 |   453.07 |   0.1349 |    3.05 |  630.0 |  50.0% |      0/0 |    225.7
 50720 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1349 |    1.52 |  630.0 |  50.0% |      5/8 |    123.0
[curriculum] dock rate >= 50% -> advancing to 640.0 m
 50730 |     1 |     -9.87 |    -9.87 |     0.00 |     0.00 |   0.1349 |    1.52 |  640.0 |  40.0% |      0/0 |    447.4
 50740 |     2 |    630.94 |     9.93 |   163.49 |   457.52 |   0.1349 |    3.06 |  640.0 |  60.0% |     5/11 |    256.7
[curriculum] dock rate >= 50% -> advancing to 650.0 m
 50750 |     1 |     -9.87 |    -9.87 |     0.00 |     0.00 |   0.1349 |    1.52 |  650.0 |  40.0% |      0/0 |    157.8
 50760 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1349 |    1.52 |  650.0 |  50.0% |      3/8 |    132.5
 50770 |     2 |    555.75 |     9.92 |   164.95 |   380.88 |   0.1349 |    3.03 |  650.0 |  50.0% |      0/0 |    273.2
 50780 |     2 |    600.06 |     9.93 |   166.93 |   423.20 |   0.1349 |    3.00 |  650.0 |  70.0% |     7/10 |    276.7
 50790 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1349 |    1.52 |  650.0 |  30.0% |    10/19 |    428.8
[curriculum] dock rate >= 50% -> advancing to 660.0 m
 50800 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1349 |    1.52 |  660.0 |  30.0% |      2/6 |    489.1
 50810 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1349 |    1.52 |  660.0 |  40.0% |     4/14 |    145.3
 50820 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1349 |    1.52 |  660.0 |  40.0% |      3/5 |    162.2
 50830 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1349 |    1.52 |  660.0 |  50.0% |     6/13 |    116.6
[curriculum] dock rate >= 50% -> advancing to 670.0 m
 50840 |     2 |    498.55 |     9.79 |   166.81 |   321.96 |   0.1349 |    3.00 |  670.0 |  60.0% |      1/2 |    239.3
 50850 |     2 |    651.74 |     9.94 |   163.66 |   478.14 |   0.1349 |    3.06 |  670.0 |  40.0% |     5/12 |    330.1
 50860 |     2 |    652.36 |     9.93 |   163.81 |   478.62 |   0.1349 |    3.05 |  670.0 |  20.0% |      0/0 |    338.2
 50870 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1349 |    1.51 |  670.0 |  30.0% |     4/12 |    121.3
 50880 |     2 |    648.13 |     9.94 |   163.55 |   474.65 |   0.1349 |    3.06 |  670.0 |  70.0% |     8/19 |    236.2
[curriculum] dock rate >= 50% -> advancing to 680.0 m
 50890 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1349 |    1.53 |  680.0 |  50.0% |      4/8 |    154.0
 50900 |     2 |    626.42 |     9.93 |   164.06 |   452.44 |   0.1349 |    3.05 |  680.0 |  40.0% |     7/17 |    613.1
 50910 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1349 |    1.52 |  680.0 |  40.0% |      2/4 |    130.5
 50920 |     2 |    599.57 |     9.93 |   163.95 |   425.69 |   0.1349 |    3.05 |  680.0 |  60.0% |     9/16 |    250.1
[curriculum] dock rate >= 50% -> advancing to 690.0 m
 50930 |     2 |    638.72 |     9.93 |   163.52 |   465.27 |   0.1349 |    3.06 |  690.0 |  50.0% |      0/0 |    279.0
 50940 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1349 |    1.51 |  690.0 |  40.0% |     5/14 |    167.9
 50950 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1349 |    1.52 |  690.0 |  30.0% |      0/0 |    171.2
 50960 |     2 |    527.47 |     9.93 |   164.68 |   352.86 |   0.1349 |    3.04 |  690.0 |  60.0% |      2/7 |    243.0
[throughput]      76152 timesteps |     32.0 steps/s |  31.29 ms/step
 50970 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1349 |    1.51 |  690.0 |  20.0% |     6/17 |    161.2
 50980 |     2 |    603.53 |     9.93 |   163.47 |   430.13 |   0.1349 |    3.06 |  690.0 |  40.0% |      2/7 |    231.0
 50990 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1349 |    1.52 |  690.0 |  70.0% |    11/19 |    179.4
[curriculum] dock rate >= 50% -> advancing to 700.0 m
 51000 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1349 |    1.52 |  700.0 |  30.0% |      2/5 |    477.6
 51010 |     2 |    640.46 |     9.94 |   163.42 |   467.10 |   0.1349 |    3.06 |  700.0 |  20.0% |     4/14 |    291.6
 51020 |     2 |    634.38 |     9.93 |   163.49 |   460.96 |   0.1349 |    3.06 |  700.0 |  50.0% |      1/3 |    285.1
 51030 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1349 |    1.53 |  700.0 |  20.0% |      4/9 |    192.0
 51040 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1349 |    1.52 |  700.0 |  40.0% |      0/0 |    198.2
 51050 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1348 |    1.52 |  700.0 |  10.0% |     1/10 |    164.5
 51060 |     2 |    593.29 |     9.94 |   163.86 |   419.49 |   0.1348 |    3.05 |  700.0 |  30.0% |     3/19 |    608.8
[curriculum] dock rate < 50% for 3 windows -> regressing to 690.0 m
 51070 |     2 |    580.62 |    10.08 |   163.65 |   406.89 |   0.1348 |    3.06 |  690.0 |  40.0% |      0/2 |    250.1
 51080 |     2 |    515.15 |     9.93 |   163.76 |   341.47 |   0.1348 |    3.05 |  690.0 |  60.0% |     8/15 |    261.1
[curriculum] dock rate >= 50% -> advancing to 700.0 m
 51090 |     1 |     -9.86 |    -9.86 |     0.00 |     0.00 |   0.1348 |    1.51 |  700.0 |  40.0% |      0/0 |    143.8
 51100 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1348 |    1.50 |  700.0 |  30.0% |      4/9 |   4027.7
 51110 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1348 |    1.51 |  700.0 |  30.0% |      0/0 |    143.3
 51120 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1348 |    1.52 |  700.0 |  30.0% |      2/5 |    182.4
 51130 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1348 |    1.52 |  700.0 |   0.0% |     3/17 |    195.6
 51140 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1348 |    1.53 |  700.0 |  20.0% |      1/5 |    167.6
 51150 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1348 |    1.52 |  700.0 |  40.0% |     6/18 |    176.0
[curriculum] dock rate < 50% for 3 windows -> regressing to 690.0 m
 51160 |     2 |    657.74 |    10.08 |   165.61 |   482.05 |   0.1348 |    3.02 |  690.0 |  30.0% |      0/3 |    591.5
 51170 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1348 |    1.50 |  690.0 |  40.0% |     4/12 |    153.5
 51180 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1348 |    1.53 |  690.0 |  10.0% |      0/0 |    139.3
 51190 |     2 |    558.39 |     9.93 |   164.13 |   384.33 |   0.1348 |    3.05 |  690.0 |  60.0% |     6/10 |    244.1
 51200 |     2 |    537.15 |     9.94 |   163.69 |   363.52 |   0.1348 |    3.05 |  690.0 |  50.0% |    10/19 |    300.5
[curriculum] dock rate >= 50% -> advancing to 700.0 m
 51210 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1348 |    1.52 |  700.0 |  20.0% |      1/5 |    141.7
 51220 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1348 |    1.53 |  700.0 |  40.0% |     5/13 |    164.6
 51230 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1348 |    1.52 |  700.0 |  30.0% |      2/5 |    161.9
 51240 |     2 |    573.01 |     9.94 |   163.71 |   399.37 |   0.1348 |    3.05 |  700.0 |  50.0% |     5/13 |    249.5
[curriculum] dock rate >= 50% -> advancing to 710.0 m
 51250 |     2 |    555.32 |     9.93 |   164.84 |   380.55 |   0.1348 |    3.03 |  710.0 |  40.0% |      0/0 |    305.5
 51260 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1348 |    1.52 |  710.0 |  20.0% |     1/10 |    149.5
 51270 |     2 |    651.74 |     9.94 |   163.67 |   478.12 |   0.1348 |    3.05 |  710.0 |  20.0% |      0/2 |    563.1
 51280 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1348 |    1.51 |  710.0 |  40.0% |     5/12 |    493.1
 51290 |     2 |    595.14 |     9.94 |   163.61 |   421.60 |   0.1348 |    3.06 |  710.0 |  50.0% |      0/0 |    261.9
 51300 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1348 |    1.52 |  710.0 |   0.0% |     4/11 |    177.6
[curriculum] dock rate < 50% for 3 windows -> regressing to 700.0 m
 51310 |     1 |    -10.17 |   -10.17 |     0.00 |     0.00 |   0.1348 |    1.52 |  700.0 |  10.0% |      0/0 |    157.6
 51320 |     2 |    564.60 |     9.93 |   164.18 |   390.49 |   0.1348 |    3.05 |  700.0 |  60.0% |      2/8 |    253.1
[curriculum] dock rate >= 50% -> advancing to 710.0 m
 51330 |     1 |     -9.87 |    -9.87 |     0.00 |     0.00 |   0.1348 |    1.52 |  710.0 |  50.0% |      0/0 |    453.2
 51340 |     2 |    644.16 |     9.93 |   164.14 |   470.09 |   0.1348 |    3.05 |  710.0 |  40.0% |      4/8 |    285.9
 51350 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1348 |    1.52 |  710.0 |  10.0% |     6/18 |    160.2
 51360 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1348 |    1.50 |  710.0 |  50.0% |      1/3 |    133.0
 51370 |     2 |    477.55 |     9.94 |   165.12 |   302.48 |   0.1348 |    3.03 |  710.0 |  30.0% |     6/18 |    300.9
 51380 |     2 |    606.68 |     9.94 |   163.71 |   433.04 |   0.1348 |    3.05 |  710.0 |  30.0% |      2/5 |    279.4
 51390 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1348 |    1.52 |  710.0 |  50.0% |     7/12 |    177.5
[curriculum] dock rate < 50% for 3 windows -> regressing to 700.0 m
 51400 |     2 |    655.63 |     9.94 |   163.57 |   482.12 |   0.1348 |    3.06 |  700.0 |  10.0% |      0/0 |    359.7
 51410 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1348 |    1.52 |  700.0 |  20.0% |     2/10 |    154.1
 51420 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1348 |    1.51 |  700.0 |  40.0% |      0/0 |    441.6
 51430 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1347 |    1.52 |  700.0 |  30.0% |     3/10 |    518.4
 51440 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1347 |    1.53 |  700.0 |  10.0% |      0/0 |    171.3
 51450 |     2 |    611.05 |     9.93 |   165.25 |   435.87 |   0.1347 |    3.03 |  700.0 |  30.0% |      2/9 |    596.5
 51460 |     2 |    598.51 |     9.93 |   163.56 |   425.02 |   0.1347 |    3.06 |  700.0 |  40.0% |     6/18 |    316.0
[curriculum] dock rate < 50% for 3 windows -> regressing to 690.0 m
 51470 |     2 |    647.77 |     9.94 |   163.65 |   474.18 |   0.1347 |    3.06 |  690.0 |  60.0% |      5/9 |    289.1
 51480 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1347 |    1.52 |  690.0 |  40.0% |     9/17 |    141.4
[curriculum] dock rate >= 50% -> advancing to 700.0 m
 51490 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1347 |    1.51 |  700.0 |  50.0% |      3/4 |    156.3
 51500 |     2 |    535.51 |     9.93 |   164.38 |   361.20 |   0.1347 |    3.04 |  700.0 |  20.0% |     5/14 |    334.1
 51510 |     2 |    554.19 |     9.94 |   165.28 |   378.96 |   0.1347 |    3.03 |  700.0 |  40.0% |      3/8 |    572.6
 51520 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1347 |    1.51 |  700.0 |  40.0% |     7/15 |    152.9
 51530 |     2 |    677.25 |     9.93 |   163.63 |   503.69 |   0.1347 |    3.06 |  700.0 |  50.0% |      3/7 |    575.6
 51540 |     2 |    549.06 |     9.93 |   163.39 |   375.75 |   0.1347 |    3.06 |  700.0 |  30.0% |     6/17 |    328.7
[curriculum] dock rate < 50% for 3 windows -> regressing to 690.0 m
 51550 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1347 |    1.52 |  690.0 |  20.0% |      2/6 |    165.3
 51560 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1347 |    1.53 |  690.0 |  40.0% |     5/14 |    151.4
 51570 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1347 |    1.52 |  690.0 |  30.0% |      1/4 |    140.8
 51580 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1347 |    1.52 |  690.0 |  30.0% |     4/13 |    472.2
 51590 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1347 |    1.52 |  690.0 |  40.0% |      0/0 |    139.5
 51600 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1347 |    1.52 |  690.0 |  60.0% |      4/7 |    147.1
[curriculum] dock rate >= 50% -> advancing to 700.0 m
 51610 |     1 |     -9.87 |    -9.87 |     0.00 |     0.00 |   0.1347 |    1.52 |  700.0 |  40.0% |      0/0 |    211.6
 51620 |     2 |    632.40 |     9.94 |   163.45 |   459.00 |   0.1347 |    3.06 |  700.0 |  20.0% |      1/9 |    322.1
 51630 |     2 |    563.40 |     9.93 |   164.09 |   389.39 |   0.1347 |    3.05 |  700.0 |  30.0% |     4/19 |    372.0
 51640 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1347 |    1.52 |  700.0 |  10.0% |      1/6 |    555.4
 51650 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1347 |    1.52 |  700.0 |  40.0% |     3/14 |    144.9
 51660 |     2 |    703.04 |     9.93 |   164.56 |   528.55 |   0.1347 |    3.04 |  700.0 |  40.0% |      0/2 |    602.6
 51670 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1347 |    1.53 |  700.0 |  40.0% |     6/12 |    529.8
[curriculum] dock rate >= 50% -> advancing to 710.0 m
 51680 |     2 |    574.58 |     9.94 |   164.54 |   400.10 |   0.1347 |    3.04 |  710.0 |  60.0% |      0/0 |    258.2
 51690 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1347 |    1.52 |  710.0 |  20.0% |     3/10 |    178.9
 51700 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1347 |    1.53 |  710.0 |  30.0% |     5/19 |    493.5
 51710 |     2 |    630.94 |     9.93 |   164.33 |   456.68 |   0.1347 |    3.04 |  710.0 |  60.0% |      1/2 |    261.9
 51720 |     2 |    636.78 |     9.94 |   165.23 |   461.61 |   0.1347 |    3.03 |  710.0 |  60.0% |    10/14 |    290.4
[curriculum] dock rate >= 50% -> advancing to 720.0 m
 51730 |     1 |     -9.87 |    -9.87 |     0.00 |     0.00 |   0.1347 |    1.52 |  720.0 |  20.0% |      0/0 |    153.8
 51740 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1347 |    1.52 |  720.0 |  50.0% |     6/13 |    182.5
 51750 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1347 |    1.53 |  720.0 |  30.0% |      0/0 |    502.1
 51760 |     2 |    492.06 |     9.95 |   164.87 |   317.25 |   0.1347 |    3.03 |  720.0 |  30.0% |      2/9 |    311.4
 51770 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1347 |    1.52 |  720.0 |  40.0% |     6/18 |    153.3
 51780 |     2 |    521.85 |     9.94 |   163.51 |   348.40 |   0.1347 |    3.06 |  720.0 |  40.0% |      3/8 |    285.7
 51790 |     2 |    607.91 |     9.94 |   164.04 |   433.93 |   0.1347 |    3.05 |  720.0 |  50.0% |     7/16 |    299.0
[curriculum] dock rate < 50% for 3 windows -> regressing to 710.0 m
 51800 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1346 |    1.52 |  710.0 |  20.0% |      1/4 |    156.0
 51810 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1346 |    1.52 |  710.0 |  30.0% |     4/13 |    162.0
 51820 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1346 |    1.52 |  710.0 |  20.0% |      0/0 |    174.3
 51830 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1346 |    1.50 |  710.0 |  40.0% |      2/8 |    144.1
 51840 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1346 |    1.53 |  710.0 |  20.0% |      0/0 |    199.1
 51850 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1346 |    1.51 |  710.0 |  10.0% |      1/6 |    202.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 700.0 m
 51860 |     2 |    489.73 |     9.93 |   163.53 |   316.27 |   0.1346 |    3.06 |  700.0 |  30.0% |      0/0 |    355.7
 51870 |     2 |    604.68 |     9.94 |   164.01 |   430.73 |   0.1346 |    3.05 |  700.0 |  30.0% |      2/9 |    636.6
 51880 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1346 |    1.52 |  700.0 |  30.0% |     6/19 |    152.8
 51890 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1346 |    1.53 |  700.0 |  30.0% |      3/6 |    192.0
 51900 |     2 |    630.52 |     9.93 |   163.88 |   456.71 |   0.1346 |    3.05 |  700.0 |  30.0% |     5/15 |    325.0
 51910 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1346 |    1.52 |  700.0 |  40.0% |      4/7 |    535.5
 51920 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1346 |    1.52 |  700.0 |  40.0% |     6/15 |    119.3
[curriculum] dock rate < 50% for 3 windows -> regressing to 690.0 m
 51930 |     2 |    594.39 |     9.93 |   163.77 |   420.69 |   0.1346 |    3.05 |  690.0 |  70.0% |      4/7 |    284.6
 51940 |     2 |    607.25 |     9.93 |   163.61 |   433.70 |   0.1346 |    3.06 |  690.0 |  60.0% |     7/13 |    240.4
[curriculum] dock rate >= 50% -> advancing to 700.0 m
 51950 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1346 |    1.53 |  700.0 |  40.0% |      4/6 |    208.6
 51960 |     2 |    538.18 |     9.93 |   164.81 |   363.43 |   0.1346 |    3.03 |  700.0 |  20.0% |     5/16 |    353.3
 51970 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1346 |    1.52 |  700.0 |  10.0% |      1/5 |    161.9
 51980 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1346 |    1.51 |  700.0 |  30.0% |     4/15 |    209.6
 51990 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1346 |    1.51 |  700.0 |  10.0% |      1/5 |    166.9
 52000 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1346 |    1.51 |  700.0 |  40.0% |     4/13 |    167.1
[curriculum] dock rate < 50% for 3 windows -> regressing to 690.0 m
 52010 |     1 |    -10.15 |   -10.15 |     0.00 |     0.00 |   0.1346 |    1.52 |  690.0 |  20.0% |      0/0 |    167.1
 52020 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1346 |    1.53 |  690.0 |  20.0% |      3/8 |    171.3
 52030 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1346 |    1.52 |  690.0 |  40.0% |     5/18 |    139.0
 52040 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1346 |    1.52 |  690.0 |  20.0% |      2/6 |    201.9
 52050 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1346 |    1.53 |  690.0 |  20.0% |     3/16 |    185.9
 52060 |     2 |    636.96 |     9.94 |   163.66 |   463.36 |   0.1346 |    3.06 |  690.0 |  40.0% |      3/7 |    588.9
 52070 |     2 |    665.00 |     9.93 |   163.62 |   491.45 |   0.1346 |    3.06 |  690.0 |  30.0% |     6/18 |    375.6
[curriculum] dock rate < 50% for 3 windows -> regressing to 680.0 m
 52080 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1346 |    1.52 |  680.0 |  30.0% |      2/5 |    514.2
 52090 |     2 |    564.06 |     9.93 |   165.13 |   388.99 |   0.1346 |    3.03 |  680.0 |  20.0% |     3/14 |    317.4
 52100 |     2 |    547.74 |     9.93 |   164.38 |   373.43 |   0.1346 |    3.04 |  680.0 |  50.0% |      0/0 |    268.5
